CAND_ID,CAND_NAME,OFFICE_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_ICI,TTL_RECEIPTS,TTL_DISB,TTL_INDIV_CONTRIB,CAND_CONTRIB,CAND_LOANS,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,COH_COP,DEBTS_OWED_BY
H4NY03127,"MALAMED, ZAK",House,DEM,NY,O,749595.24,468130.45,739574.94,0.0,0.0,1500.0,0.0,281464.79,0.0
H4NY03150,"LIVINGSTON, SCOTT",House,DEM,NY,O,121980.27,86889.57,121968.75,0.0,0.0,0.0,0.0,-500.0,0.0
H4NY03218,"CHENG, AUSTIN FRANKLIN",House,DEM,NY,O,615088.17,615088.17,114855.26,100100.0,400030.0,0.0,0.0,0.0,222588.49
H6NY03247,"SUOZZI, THOMAS",House,DEM,NY,I,9646883.39,7675778.0,7242273.42,0.0,0.0,1863507.24,15437.01,2034341.17,379.2
H0NY02176,"LABATE, STEPHEN A",House,REP,NY,C,0.0,193.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0NY02267,"LIPETRI, MIKE",House,REP,NY,O,970547.97,960069.24,749325.54,0.0,0.0,131850.0,0.0,15789.6,0.0
H4NY03085,"CURRY, KELLEN",House,REP,NY,O,465250.71,417398.51,414844.18,20000.0,5500.0,19606.53,0.0,47852.2,0.0
H4NY03184,"SAPRAICONE, MICHAEL",House,REP,NY,O,1417733.96,1363358.22,362788.15,83451.34,600000.0,7750.0,2500.0,54375.74,635209.0
H4NY03192,"HACH, GREGORY",House,REP,NY,O,779230.96,769995.02,99218.09,0.0,675000.0,5000.0,0.0,9235.94,210000.0
H4NY03200,"NORBER, DANIEL",House,REP,NY,O,489543.12,489543.12,330253.81,205.0,150000.0,0.0,0.0,0.0,0.0
H4NY03242,"TOES, JIM MR.",House,REP,NY,O,114660.46,114660.46,108786.46,0.0,0.0,0.0,0.0,0.0,0.0
H4NY03259,"LUDWIG, THOMAS CHARLES",House,REP,NY,O,42578.1,42578.1,0.0,0.0,40000.0,0.0,0.0,0.0,20000.0
H4NY03283,"PILIP, MAZI MELESA",House,REP,NY,O,2988676.57,2979787.29,2311624.76,0.0,0.0,495524.0,0.0,8889.28,8500.0
H4NY03291,"COTTER, WILLIAM BIDDLE",House,REP,NY,O,73490.96,73490.96,23815.96,0.0,45000.0,0.0,0.0,0.0,0.0
H2NY04178,"BYNOE, SIELA",House,DEM,NY,C,0.0,34762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY04186,"SHAKIL, KEVIN BRYAN",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.24,10916.66
H2NY04236,"SOLAGES, CARRIÉ",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0
H2NY04244,"GILLEN, LAURA",House,DEM,NY,C,4.89,7351.85,0.0,0.0,0.0,0.0,0.0,2900.0,0.0
H4NY04075,"RICE, KATHLEEN",House,DEM,NY,I,75.23,15492.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY04141,"MAHER, PATRICIA",House,DEM,NY,C,8051.52,6399.08,3395.0,200.21,4456.31,0.0,0.0,1652.44,4456.31
H4NY04158,"GILLEN, LAURA",House,DEM,NY,C,6826396.56,6803193.24,5292123.32,0.0,0.0,706445.55,10147.62,23203.32,9692.39
H4NY04166,"HUGHES, SARAH",House,DEM,NY,C,110147.12,110147.12,109826.18,0.0,0.0,0.0,0.0,0.0,0.0
H4NY04174,"JONES, GIAN",House,DEM,NY,C,19928.28,10345.36,19923.28,0.0,0.0,0.0,5.0,9582.92,2348.0
H4NY04190,"DENENBERG, DAVID W",House,DEM,NY,C,29304.0,29304.0,5304.0,0.0,24000.0,0.0,0.0,0.0,0.0
H0NY04057,"SCATURRO, FRANK MR.",House,REP,NY,O,420.0,642.76,0.0,0.0,420.0,0.0,0.0,1007.55,263723.51
H0NY04123,"RAISER, STEVE",House,REP,NY,C,0.0,34.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY04160,"STANIFORD, WILLIAM",House,REP,NY,C,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,85.44,89500.0
H2NY04277,"DESPOSITO, ANTHONY P",House,REP,NY,I,4644841.34,4621136.76,2044340.93,0.0,0.0,1502859.06,15000.0,46171.25,25728.31
H6NY05051,"SANDERS, JAMES JR",House,DEM,NY,C,0.0,200.0,0.0,0.0,0.0,0.0,0.0,25674.66,0.0
H8NY06048,"MEEKS, GREGORY W.",House,DEM,NY,I,3048026.76,2548056.09,1088534.52,0.0,0.0,1264818.53,1957.03,2228552.07,0.0
H2NY05126,"KING, PAUL",House,REP,NY,C,48325.36,46250.86,47893.61,431.75,0.0,0.0,0.0,6488.26,0.0
H2NY06116,"MENG, GRACE",House,DEM,NY,I,2097459.33,1836399.64,1502379.33,0.0,0.0,595050.0,0.0,968885.81,0.0
H0NY06086,"ZMICH, THOMAS",House,REP,NY,C,7250.99,7326.84,7142.44,0.0,0.0,0.0,0.0,252.95,105000.0
H4NY06047,"CHOU, JOSEPH",House,REP,NY,C,92644.0,90481.09,16452.0,0.0,76192.0,0.0,0.0,2162.91,6192.0
H2NY09102,"LANCMAN, RORY",House,WFP,NY,C,0.0,482.0,0.0,0.0,0.0,0.0,0.0,5378.21,235090.98
H2NY00010,"VELAZQUEZ, NYDIA M.",House,DEM,NY,I,472587.1,616271.72,264837.1,0.0,0.0,207750.0,0.0,159566.43,7736.52
H4NY07128,"KREGLER, WILLIAM",House,REP,NY,C,18245.55,18222.27,17117.96,0.0,1127.59,0.0,0.0,23.28,1127.59
H2NY10092,"JEFFRIES, HAKEEM",House,DEM,NY,I,22977197.34,20238857.8,15936793.65,0.0,0.0,2639351.0,418.49,4954564.65,0.0
H2NY09086,"WEPRIN, DAVID I",House,DEM,NY,O,0.0,5050.0,0.0,0.0,0.0,0.0,0.0,11399.36,0.0
H4NY11138,"CLARKE, YVETTE D",House,DEM,NY,I,1108983.72,1061633.75,339924.94,0.0,0.0,766923.12,26.1,110054.74,49480.0
H8NY09158,"BUNKEDDEKO, ADEM",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.02,8790.81
H0NY10070,"BOYLAN, LINDSEY",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0
H0NY10138,"WYMAN, ROBERT MARK (BOB)",House,DEM,NY,C,0.0,5960.5,0.0,0.0,0.0,0.0,0.0,0.0,5000.0
H2NY10142,"ROBINSON, BRIAN JEFFREY",House,DEM,NY,C,0.0,46796.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY10183,"KIM, ELIZABETH",House,DEM,NY,C,0.0,56410.15,0.0,0.0,0.0,0.0,0.0,5910.36,0.0
H2NY10266,"SIMON, JO ANNE",House,DEM,NY,C,0.0,826.3,0.0,0.0,0.0,0.0,0.0,64247.8,404000.0
H2NY10282,"DE BLASIO, BILL",House,DEM,NY,C,946.25,164632.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY10308,"GOLDMAN, DANIEL",House,DEM,NY,I,3659240.76,2764329.95,2912947.98,0.0,0.0,292193.53,43.56,932248.88,4888468.2
H2NY10324,"RIVERA, CARLINA",House,DEM,NY,C,51.89,2608.88,0.0,0.0,0.0,0.0,0.0,126.21,105000.0
H4NY10122,"GRANDSARD, BRUNO",House,DEM,NY,C,28247.0,22802.81,28247.0,0.0,0.0,0.0,0.0,4865.88,0.0
H4NY10130,"HUTCHISON, EVAN HALE",House,DEM,NY,C,41945.95,40723.62,28807.47,1590.84,11547.64,0.0,0.0,1222.33,24160.67
H6NY10127,"ROSENBERG, MIKHAIL OLIVER",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY10134,"HAMDAN, BENINE",House,REP,NY,C,0.0,44.94,0.0,0.0,0.0,0.0,0.0,0.0,20000.0
H4NY10155,"DODENHOFF, ALEXANDER",House,REP,NY,C,7331.71,4457.98,2071.0,0.0,5250.0,0.0,0.0,3249.46,5250.0
H4NY10163,"BRISCOE, PAUL J.",House,CRV,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0NY10088,"NIGRO, JEANNE",House,IND,NY,C,0.0,4711.47,0.0,0.0,0.0,0.0,0.0,-3240.43,0.0
H2NY11124,"RAMOS DEBARROS, BRITTANY",House,DEM,NY,C,8437.58,601.19,8437.58,0.0,0.0,0.0,0.0,17100.23,9635.09
H2NY11140,"ROSE, MAX",House,DEM,NY,C,1829.2,8968.06,0.0,0.0,0.0,0.0,0.0,147.97,0.0
H4NY11203,"BLAS, SARAH",House,DEM,NY,C,6316.01,6316.01,6316.01,0.0,0.0,0.0,0.0,0.0,0.0
H4NY11211,"MORSE, ANDREA S",House,DEM,NY,C,273868.12,273868.12,273868.12,0.0,0.0,0.0,0.0,0.0,0.0
H8NY11139,"MOHAN, RADHAKRISHNA",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.33,83395.0
H0NY11078,"MALLIOTAKIS, NICOLE",House,REP,NY,I,3371724.78,2075796.47,1564360.49,0.0,0.0,1265691.12,250.0,1346246.46,0.0
H0NY11086,"SALADINO, JOSEPH PETER",House,REP,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.92,24361.47
H0NY13074,"GRIMM, MICHAEL",House,REP,NY,C,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,52.92,0.0
H2NY10126,"SHETH, ASHMI",House,DEM,NY,C,3169.75,3581.86,0.0,3169.75,0.0,0.0,0.0,0.0,0.0
H2NY12197,"ABDELHAMID, RANA",House,DEM,NY,C,200.0,25771.33,0.0,0.0,0.0,0.0,0.0,110669.8,0.0
H2NY12205,"CONTRERAS, MAYA",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY14037,"MALONEY, CAROLYN B.",House,DEM,NY,I,0.0,1199.95,0.0,0.0,0.0,0.0,0.0,27.91,1463000.0
H2NY17071,"NADLER, JERROLD L",House,DEM,NY,I,1189675.18,1009847.3,715915.56,0.0,0.0,473380.0,31.31,194551.65,0.0
H8NY12129,"PATEL, SURAJ",House,DEM,NY,C,29500.0,29811.62,7500.0,22000.0,0.0,0.0,0.0,0.0,0.0
H2NY12221,"ZUMBLUSKAS, MICHAEL",House,REP,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6NY14202,"ZUMBLUSKAS, MICHAEL K",House,REP,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY13096,"ESPAILLAT, ADRIANO",House,DEM,NY,I,1373169.59,1075320.02,996539.42,0.0,0.0,364729.54,0.0,396590.78,0.0
H6NY13105,"WRIGHT, KEITH L T",House,DEM,NY,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200037.72
H0NY14346,"CARUSO-CABRERA, MICHELLE",House,DEM,NY,C,0.0,457.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY16079,"DOLAN, MARTIN WILLIAM MR",House,DEM,NY,C,476804.46,476804.46,93241.26,7062.07,376500.0,0.0,0.0,0.0,0.0
H8NY15148,"OCASIO-CORTEZ, ALEXANDRIA",House,DEM,NY,I,15299235.57,16716492.89,14866494.81,20.0,0.0,44882.58,0.0,3734646.88,0.0
H0NY14270,"MURRAY, SCHERIE",House,REP,NY,C,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,14498.58,0.0
H0NY14296,"CUMMINGS, JOHN C.",House,REP,NY,C,30.0,1112.79,30.0,0.0,0.0,0.0,0.0,2587.13,0.0
H2NY14094,"CUELLAR, DESI",House,REP,NY,C,49.53,1412.61,49.53,0.0,0.0,0.0,0.0,0.0,26370.0
H2NY14128,"FORTE, TINA",House,REP,NY,C,1922536.14,1845354.18,1911997.13,0.0,0.0,3000.0,0.0,82215.05,15000.0
H2NY14102,"HOWE, JONATHAN MR.",House,LIB,NY,C,0.0,90.0,0.0,0.0,0.0,0.0,0.0,-21.13,0.0
H0NY15160,"TORRES, RITCHIE JOHN",House,DEM,NY,I,9208382.46,1674801.71,6102405.56,0.0,0.0,842073.0,0.0,11423981.97,0.0
H0NY15111,"FAULKNER , MICHEL",House,REP,NY,C,0.0,0.0,0.0,250.0,0.0,350.0,0.0,232.13,10900.0
H4NY15147,"VEGA, JOSE DAVID",House,UN,NY,C,166048.53,164775.1,157110.86,0.0,400.0,1500.0,0.0,1273.43,0.0
H0NY16135,"GHEBREGHIORGIS, ANDOM A.",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89587.27,0.0
H0NY16143,"BOWMAN, JAMAAL",House,DEM,NY,I,6052175.61,5993807.77,5451971.32,0.0,0.0,295119.98,0.0,79884.3,13261.52
H0NY17281,"PARKER, CATHERINE F",House,DEM,NY,C,555.18,9238.8,0.0,0.0,0.0,0.0,0.0,0.0,146500.0
H2NY16073,"CASANOVA DOMINGUEZ, MANUEL IGNACIO",House,DEM,NY,C,12500.0,12541.3,0.0,12500.0,0.0,0.0,0.0,0.0,0.0
H2NY16081,"GASHI, VEDAT",House,DEM,NY,C,30500.0,32020.05,0.0,0.0,0.0,0.0,0.0,-1004.01,95500.0
H2NY16107,"JAFFE, MARK",House,DEM,NY,C,0.0,47790.16,0.0,0.0,0.0,0.0,0.0,0.0,9765.8
H4NY16061,"GERALD, MICHAEL BERNARD DR.",House,DEM,NY,C,41993.16,39994.98,40993.16,0.0,0.0,1000.0,0.0,640.88,0.0
H4NY16087,"LATIMER, GEORGE",House,DEM,NY,C,6679191.82,6486537.83,6468157.18,0.0,0.0,210216.45,450.0,192653.99,0.0
H2NY16115,"FLISSER, MIRIAM LEVITT",House,REP,NY,C,23883.42,31799.04,22817.54,0.0,0.0,0.0,0.0,2403.38,0.0
H4NY05114,"BRAME, MADELINE",House,REP,NY,C,12112.82,12112.82,11412.82,0.0,0.0,0.0,0.0,0.0,0.0
H4NY16095,"WRIGHT, CHRIS",House,REP,NY,C,10624.55,10624.55,10610.88,0.0,0.0,0.0,0.0,0.0,0.0
H4NY16103,"SHERRILL, DR PETER W",House,REP,NY,C,3400.0,2300.0,1100.0,2300.0,0.0,0.0,0.0,1200.0,0.0
H0NY17174,"JONES, MONDAIRE",House,DEM,NY,C,9960888.75,9990162.8,7755364.69,0.0,0.0,633019.41,10147.62,42071.32,0.0
H2NY03196,"BIAGGI, ALESSANDRA",House,DEM,NY,C,1554.24,1640.06,0.0,0.0,0.0,100.0,0.0,170.52,18292.0
H2NY22139,"MALONEY, SEAN PATRICK",House,DEM,NY,I,111490.69,207724.11,3334.0,0.0,0.0,3000.0,0.0,16045.25,55005.28
H4NY17143,"GEREGHTY, ELIZABETH",House,DEM,NY,C,624569.56,624569.56,589554.23,0.0,6600.0,24500.0,0.0,0.0,0.0
H4NY17150,"CARR, MARYANN",House,DEM,NY,C,15716.0,10049.86,14248.0,1468.0,0.0,0.0,0.0,5666.14,288.0
H8NY20056,"LOWEY, NITA M",House,DEM,NY,I,0.0,81261.39,0.0,0.0,0.0,0.0,0.0,2845.47,0.0
H0NY17315,"MCARDLE SCHULMAN, MAUREEN B MRS",House,REP,NY,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY17154,"SCHREPEL, JACK",House,REP,NY,C,0.0,432.47,0.0,0.0,0.0,0.0,0.0,0.0,9337.82
H2NY17162,"LAWLER, MICHAEL VINCENT",House,REP,NY,I,8387801.92,8256895.05,3863417.03,0.0,0.0,2326002.96,24651.9,169368.52,0.0
H0NY17208,"EISEN, JOSH",House,IND,NY,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.12,1000000.0
H2NY18111,"MILLS, AISHA",House,DEM,NY,C,0.0,5175.16,0.0,0.0,0.0,0.0,0.0,0.0,0.68
H8NY19223,"RYAN, PATRICK",House,DEM,NY,I,8143126.11,8011645.3,6063033.91,0.0,50000.0,1343070.34,9616.62,167191.36,0.0
H2NY18087,"SCHMITT, COLIN J",House,REP,NY,C,5536.09,7899.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY00057,"GWINN, LOVELYNN",House,REP,NY,C,32253.29,30136.96,28253.0,0.0,0.0,0.0,0.0,2116.33,48032.25
H4NY18117,"ESPOSITO, ALISON",House,REP,NY,C,2435666.01,2421806.9,1295965.79,0.0,10000.0,391960.0,5000.0,13859.11,0.0
H6NY18179,"CASTRICONE, DAN",House,REP,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.57,29793.41
H4NY18109,"SMITH, SCOTT A",House,UNK,NY,C,294.0,294.0,0.0,294.0,0.0,0.0,0.0,340.84,6600.0
H8NY22177,"RILEY, JOSH",House,DEM,NY,C,9848776.11,9797483.03,8164381.39,0.0,0.0,632191.06,9282.06,68319.61,4000.0
H2NY19127,"MOLINARO, MARCUS J.",House,REP,NY,I,5570305.64,5580361.75,2541463.77,0.0,0.0,1858058.08,22350.0,51958.84,59783.23
H6NY19193,"HEANEY, ANDREW",House,REP,NY,O,0.0,180.0,0.0,0.0,0.0,0.0,0.0,286.39,23312.5
H0NY20079,"MURPHY, SCOTT M",House,DEM,NY,I,12.76,0.0,0.0,0.0,0.0,0.0,0.0,17959.17,0.0
H2NY20125,"RAR, ROSTISLAV",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY20154,"JORGE GARCIA, EMMANUEL MR.",House,DEM,NY,C,1050.0,1350.01,650.0,400.0,0.0,0.0,0.0,0.0,0.0
H8NY20080,"FEINER, PAUL J",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41416.01,0.0
H8NY21203,"TONKO, PAUL DAVID",House,DEM,NY,I,1547112.87,1673736.28,560327.99,0.0,0.0,980817.51,0.0,599501.91,0.0
H0NY20111,"JOY, ELIZABETH L",House,REP,NY,C,238.25,23158.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY21115,"NELSON, PATRICK F",House,DEM,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.37
H2NY21164,"CASTELLI, MATT",House,DEM,NY,C,981.97,20033.83,0.0,0.0,0.0,0.0,0.0,81483.1,0.0
H2NY24127,"HOLDEN, STEVEN WESLEY SR.",House,DEM,NY,C,93533.53,91827.8,43845.53,0.0,38133.0,0.0,0.0,11059.71,0.0
H4NY21145,"COLLINS, PAULA",House,DEM,NY,C,149173.87,54289.75,133398.87,0.0,11130.0,4645.0,0.0,95408.12,11130.0
H6NY21199,"GENDEBIEN, BLAKE",House,DEM,NY,,266691.17,14349.68,265989.02,0.0,0.0,702.15,0.0,252341.49,0.0
H4NY21079,"STEFANIK, ELISE M.",House,REP,NY,I,15467577.5,7636448.94,5531699.86,0.0,0.0,1076225.96,0.0,8747917.48,0.0
H4NY21129,"LOCHNER, JILL ANDREA",House,REP,NY,C,15984.23,15984.23,10984.23,0.0,5000.0,0.0,0.0,0.0,0.0
H6NY21157,"CONSTANTINO, ANTHONY THOMAS",House,REP,NY,,2600000.0,293113.17,0.0,0.0,2600000.0,0.0,0.0,2306886.83,2600000.0
H0NY22117,"KRIESEL, KATELYN",House,DEM,NY,C,15516.0,15516.0,15491.0,0.0,0.0,0.0,0.0,0.0,0.0
H0NY24063,"CONOLE, FRANCIS",House,DEM,NY,C,41238.68,47029.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY22196,"FAJANS-TURNER, VANESSA",House,DEM,NY,C,10391.45,16265.65,0.0,10391.45,0.0,0.0,0.0,0.0,0.0
H2NY24150,"KLEE HOOD, SARAH",House,DEM,NY,C,1517852.63,1516963.98,1438531.65,0.0,0.0,46694.26,0.0,1480.3,0.0
H4NY22069,"HARRIS, CLEMMIE L",House,DEM,NY,C,59682.12,59682.12,58682.12,0.0,0.0,1000.0,0.0,0.0,0.0
H4NY22085,"MANNION, JOHN W",House,DEM,NY,C,4161857.47,4033616.17,3371163.52,0.0,0.0,647987.08,5000.0,128241.3,0.0
H4NY22093,"ADDINGTON, JACOB TAY",House,DEM,NY,C,6359.88,2162.26,350.0,0.0,6000.0,0.0,0.0,4197.62,6000.0
H2NY22212,"WILLIAMS, BRANDON MCDONALD",House,REP,NY,I,4190242.6,4208335.51,1876099.42,0.0,0.0,1084580.0,20250.0,6071.03,0.0
H2NY22220,"SIGLER, MICHAEL J.",House,REP,NY,C,0.0,32911.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY22238,"WELLS, STEVEN M",House,REP,NY,C,0.0,2337.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY22101,"GOWETT, CHRISTOPHER JAMES",House,NPA,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY23075,"CARLE, THOMAS A",House,DEM,NY,C,32743.03,32386.73,24394.86,3942.58,0.0,2472.46,1850.0,-2838.59,0.0
H8NY23175,"DELLA PIA, MAX",House,DEM,NY,O,0.0,12670.61,0.0,0.0,0.0,0.0,0.0,0.0,4429.39
H2NY23137,"SEMPOLINSKI, JOSEPH",House,REP,NY,I,86.0,286.33,0.0,86.0,0.0,0.0,0.0,0.0,0.0
H2NY23145,"MOON, RICHARD",House,REP,NY,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0
H2NY23194,"CENEDELLA, MARC CHRISTIAN",House,REP,NY,O,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY23202,"PALADINO, CARL PASQUALE",House,REP,NY,O,0.0,298.1,0.0,0.0,0.0,0.0,0.0,0.0,2048213.52
H2NY23228,"LANGWORTHY, NICK",House,REP,NY,I,1931075.63,927737.09,889803.56,0.0,0.0,856663.5,8147.0,1093808.09,0.0
H2NY24168,"MAJOK, CHOL-AWAN A",House,DEM,NY,O,0.0,7614.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4NY24131,"WAGENHAUSER, DAVID",House,DEM,NY,C,97274.05,95433.02,84480.99,0.0,700.0,5498.2,5550.0,1841.03,0.0
H2NY00085,"MCCARTHY, ANDREW KYLE",House,REP,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2NY23152,"FRATTO, MARIO",House,REP,NY,O,560049.67,563085.21,9470.0,9395.83,450000.0,13580.31,0.0,0.0,0.0
H2NY24143,"KO, TIM",House,REP,NY,C,0.0,301.41,0.0,0.0,0.0,0.0,0.0,0.0,2500.0
H4NY22051,"TENNEY, CLAUDIA",House,REP,NY,I,2995402.57,2701849.55,1609727.64,0.0,0.0,1202564.09,0.0,355002.36,0.0
H4NY24115,"FRATTO, MARIO",House,REP,NY,C,560049.67,563085.21,9470.0,9395.83,450000.0,13580.31,0.0,0.0,0.0
H4NY24123,"GIOIA, PHILLIP DR.",House,REP,NY,C,212.0,188.7,50.0,162.0,0.0,0.0,0.0,23.3,0.0
H8NY25105,"MORELLE, JOSEPH D",House,DEM,NY,I,2154064.87,1826735.78,507094.16,0.0,0.0,1167377.69,3550.0,380204.28,0.0
H2NY25082,"SINGLETARY, LA'RON DESMOND",House,REP,NY,C,0.0,179.7,0.0,0.0,0.0,0.0,0.0,88.93,107934.34
H4NY25054,"SADWICK, GREGG ANTHONY MR",House,REP,NY,C,647600.21,603551.38,37150.21,0.0,610000.0,450.0,0.0,44048.83,610000.0
H4NY26078,"KENNEDY, TIMOTHY",House,DEM,NY,I,2664314.25,2325249.7,1858362.7,0.0,0.0,742580.14,0.0,339064.55,0.0
H4NY26094,"MCMURRAY, NATHAN DOUGLAS",House,DEM,NY,O,29291.05,29291.05,25291.05,0.0,4000.0,0.0,0.0,0.0,2884.95
H4NY26102,"DICKSON, GARY A",House,REP,NY,O,62849.36,62849.36,59652.18,0.0,0.0,797.18,2400.0,0.0,0.0
H8NY27176,"MCMURRAY, NATHAN",House,DEM,NY,C,0.0,13873.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H0NY27108,"PARLATO, BETH",House,CRV,NY,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870.0
H6NY29168,"MASSA, ERIC JJ",House,DEM,NY,I,0.0,390.0,0.0,0.0,0.0,0.0,0.0,42158.03,0.0
H6NY36015,"LAFALCE, JOHN J",House,DEM,NY,C,2961.22,31322.95,0.0,0.0,0.0,0.0,0.0,114178.99,0.0
H2OH01194,"LANDSMAN, GREG",House,DEM,OH,I,3719975.07,3607908.97,2684339.3,0.0,0.0,941425.65,9442.43,180114.91,0.0
H2OH02093,"KUNDRATA, FREDERICK LOUIS III",House,DEM,OH,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.67,237687.81
H8OH01043,"CHABOT, STEVE",House,REP,OH,I,9.5,38997.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2OH02127,"MEADOWS, SAMANTHA",House,DEM,OH,O,160265.99,160282.6,132781.86,1.0,0.0,23846.82,1600.0,0.0,0.0
H2OH02085,"WENSTRUP, BRAD DR.",House,REP,OH,I,673650.89,1092897.56,293919.57,0.0,0.0,343616.77,0.0,459417.85,0.0
H2OH08082,"HEIMLICH, PHIL",House,REP,OH,O,166961.28,170547.5,56527.88,758.48,101504.0,4500.0,0.0,-3586.22,90414.09
H2OH15202,"HWANG, THOMAS",House,REP,OH,O,254000.0,254500.0,0.0,4000.0,250000.0,0.0,0.0,0.0,0.0
H4OH02172,"ANTANI, NIRAJ JAIMINI",House,REP,OH,O,756549.98,756549.98,719720.99,0.0,0.0,30500.0,2000.0,0.0,149016.62
H4OH02180,"TASSELL, CHARLES",House,REP,OH,O,137232.78,137232.78,110107.66,2425.12,2000.0,17700.0,0.0,0.0,7000.0
H4OH02198,"MYERS, DEREK J.",House,REP,OH,O,20510.25,14547.52,2510.25,0.0,18000.0,0.0,0.0,14927.24,18000.0
H4OH02206,"KIDD, LARRY",House,REP,OH,O,1716312.58,1715441.72,163247.11,90.86,1529464.62,22500.0,0.0,870.86,1529464.62
H4OH02214,"O'HARA, TIM",House,REP,OH,O,1447610.38,1447610.38,172610.38,0.0,1270000.0,5000.0,0.0,0.0,1266596.87
H4OH02230,"WILKIN, SHANE",House,REP,OH,O,202778.55,203148.55,166087.35,0.0,0.0,35567.2,0.0,-370.0,0.0
H4OH02248,"TAYLOR, DAVID",House,REP,OH,O,2299491.25,2171683.51,346814.85,1326.4,1725000.0,214850.0,0.0,127807.74,1707300.0
H4OH02255,"GEORGETON, KIM",House,REP,OH,O,42082.35,42082.35,37992.66,2602.23,0.0,600.0,0.0,0.0,0.0
H4OH02263,"HENDERSON, MATTHEW",House,REP,OH,O,950.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0
H4OH02271,"HOOD, RON",House,REP,OH,O,201363.96,198971.82,172690.0,0.0,0.0,21000.0,0.0,2392.14,0.0
H4OH02289,"HWANG, TOM",House,REP,OH,O,254000.0,254000.0,0.0,4000.0,250000.0,0.0,0.0,0.0,0.0
H6OH02102,"BRINKMAN, THOMAS E",House,REP,OH,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8476.82,74370.0
H8OH02058,"HEIMLICH, PHILIP MURRAY",House,REP,OH,O,166961.28,170547.5,56527.88,758.48,101504.0,4500.0,0.0,-3586.22,90414.09
H2OH03125,"BEATTY, JOYCE",House,DEM,OH,I,1820579.91,1265489.96,490790.16,0.0,0.0,1321525.0,1000.0,2712573.5,2500.0
H4OH03105,"CHANDRAKUMAR, ROSHAN",House,DEM,OH,C,31898.6,31898.6,31898.6,0.0,0.0,0.0,0.0,0.0,0.0
