CMTE_ID,CMTE_NM,CMTE_TP,CMTE_DSGN,TTL_RECEIPTS,TTL_DISB,INDV_CONTRIB,OTHER_POL_CMTE_CONTRIB,CAND_CONTRIB,CAND_LOANS,CONTRIB_TO_OTHER_CMTE,IND_EXP,COH_COP,DEBTS_OWED_BY,CVG_END_DT,CMTE_TP_DESC,CATEGORY
C00788786,PALMETTO CITIZENS FOR INFORMED GOVERNANCE,V,U,2411.51,7652.54,2231.51,0.0,0.0,0.0,1000.0,0.0,787.26,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00788851,OHIO LEADS,O,U,,,,,,,,,,,,Super PAC (Independent Expenditure Only),Super PACs
C00788877,WYOMING VALUES,O,U,0.0,728.92,0.0,0.0,0.0,0.0,0.0,0.0,4305.67,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00781815,PHYSICIANS FOR PRIVATE PRACTICE POLITICAL ACTION COMMITTEE,N,U,0.01,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,20380.01,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00781849,ABOLISH ABORTION PAC,N,U,2750.0,2174.4,2750.0,0.0,0.0,0.0,1300.0,0.0,3549.3,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00781914,ASSYRIAN DEMOCRATS OF THE BAY AREA,N,U,5850.0,5685.01,5850.0,0.0,0.0,0.0,0.0,0.0,6800.07,0.0,09/30/2024,PAC - Nonqualified,Traditional PACs
C00781955,BEN E KEITH COMPANY FEDERAL PAC,N,U,10000.0,13500.0,10000.0,0.0,0.0,0.0,13500.0,0.0,8000.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00781963,BEYOND FINANCE EMPLOYEE POLITICAL ACTION COMMITTEE,Q,U,37897.0,43300.0,37897.0,0.0,0.0,0.0,42300.0,0.0,31470.6,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00781971,NEVADA DEMOCRATIC VICTORY,Y,U,160680.3,427146.14,1156.13,16000.0,0.0,0.0,0.0,0.0,9348.18,0.0,12/31/2024,Party - Qualified,Party Committees
C00782037,TEAM PAC,O,U,0.0,4868.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07/18/2023,Super PAC (Independent Expenditure Only),Super PACs
C00782086,OHIO WOMEN RISING,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.8,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782144,LEAD THE WAY PAC,O,U,0.0,10759.01,0.0,0.0,0.0,0.0,10756.51,0.0,0.0,0.0,11/25/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782151,LEAD THE WAY 2022,N,J,0.0,3860.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2023,PAC - Nonqualified,Traditional PACs
C00782227,DEFEND AMERICAN FREEDOM PAC,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.13,0.0,11/25/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782235,UNITED HEALTH FOUNDATION OF AMERICA,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07/31/2023,Super PAC (Independent Expenditure Only),Super PACs
C00782268,NATIONAL ENERGY & FUELS INSTITUTE INC. GREENER HEATING FUELS PAC / NEFI GREENER HEATING FUELS PAC,N,U,42179.74,25279.74,37581.48,4598.26,0.0,0.0,21500.0,0.0,18200.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782292,"DENTAQUEST, LLC POLITICAL ACTION COMMITTEE (DENTAQUEST PAC)",Q,U,54473.77,74000.0,14384.7,0.0,0.0,0.0,0.0,0.0,28180.51,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00782326,AIRCRAFT MECHANICS FRATERNAL ASSOCIATION PAC (AMFA PAC),Q,U,35461.0,19852.5,35461.0,0.0,0.0,0.0,18500.0,0.0,21530.0,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00782458,"PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES, INC (AFABTDAY)",N,U,52731.52,31745.99,52731.52,0.0,0.0,0.0,30500.0,0.0,38742.28,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782482,INDIAN AMERICAN PHYSICIAN FEDERAL PAC,N,U,0.0,1529.25,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782508,CHANGE FOR ARIZONA 2024 PAC,O,U,349849.49,562778.71,263833.33,82100.0,0.0,0.0,0.0,45405.38,10644.64,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782532,SHIELD AI POLITICAL ACTION COMMITTEE (SAIPAC),N,B,83041.76,47850.34,83041.76,0.0,0.0,0.0,45100.0,0.0,38163.96,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782599,ELECT DIVERSE DEMOCRATS PAC,Q,U,4955669.99,4973592.37,4936177.36,0.0,0.0,0.0,0.0,0.0,306192.76,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00782631,WESTERN MICHIGAN VICTORY FUND,N,J,204580.43,208023.04,202580.43,2000.0,0.0,0.0,0.0,0.0,200.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782656,ALABAMA CHRISTIAN CONSERVATIVES,O,U,0.0,9498.67,0.0,0.0,0.0,0.0,0.0,0.0,199295.55,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782664,AMERICA FUND,O,U,26416715.24,25761613.02,24863500.0,170173.52,0.0,0.0,24828500.0,0.0,656666.82,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782698,TEAM RAJA VICTORY FUND,N,J,6917.0,10428.32,4250.0,2667.0,0.0,0.0,0.0,0.0,1343.3,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782805,THE DOUGLASS PROJECT,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782847,KEEPING AMERICA STRONG PAC,O,U,176276.79,174183.95,110250.0,20000.0,0.0,0.0,0.0,77956.38,4129.26,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00782904,PARKHILL PAC - FED,N,U,6800.0,5500.0,6800.0,0.0,0.0,0.0,5500.0,0.0,4050.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00782920,PAC THE COURTS,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00782979,6TH CONGRESSIONAL DISTRICT REPUBLICAN EXEC CMTE,X,U,175.0,1540.0,0.0,175.0,0.0,0.0,1000.0,0.0,649.47,0.0,12/31/2024,Party - Nonqualified,Party Committees
C00782987,1865 COLLECTIVE PAC,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00783118,"PERFORMANCE RACING, INC. POLITICAL ACTION COMMITTEE",Q,U,33325.0,115764.73,33325.0,0.0,0.0,0.0,108500.0,0.0,0.0,0.0,09/25/2024,PAC - Qualified,Traditional PACs
C00783167,WORKING FOR OHIO,Q,D,429512.77,709121.08,36500.0,178000.0,0.0,0.0,293500.0,0.0,16019.12,108113.65,12/31/2024,PAC - Qualified,Traditional PACs
C00783175,OHIOANS FOR JD,N,J,5514.53,25137.87,5514.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,PAC - Nonqualified,Traditional PACs
C90017302,AMERICA FIRST POLICIES INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017310,"ROSENZWEIG, SCOTT ALAN",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017328,"ANDRESKI, THADDEUS JON II",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017336,"LUDWIG, EUGENE",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017344,GREAT AMERICA ALLIANCE,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017351,STAND UP REPUBLIC INC,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017369,ROCCO PUGLIESE,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017377,"GEVRY, DAVID CHRISTOPHER",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017385,BLACK VOTERS MATTER FUND INC,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017393,MURPHY FOR CONGRESS (CO-5)! INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017401,ROSE AND COMPANY INC,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017419,INDIVISIBLE AUSTIN,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017427,"ALEXANDER, DOUGLAS RAY",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017435,COMMUNITIES ENGAGED,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017443,PENNSYLVANIA UNITED,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017450,PUBLIC INTEGRITY ALLIANCE,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017468,ACRONYM,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017476,ALLIANCE FOR RETIRED AMERICANS,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017484,SIXTEEN THIRTY FUND/NOT ONE PENNY,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017492,INDIVISIBLE PROJECT INC.,I,U,276960.22,184647.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,Independent Expenditor (not a PAC),Other
C90017500,"ATKINSON, JOHN AND BONNIE",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017518,IDT COMMONS,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017526,NASTY WOMEN GET SHIT DONE,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017534,7 GEN LEADERS,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017542,CENTER FOR POPULAR DEMOCRACY ACTION,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017559,"BLOOMFIELD, BILL",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017567,PATIENTS FOR AFFORDABLE DRUGS NOW,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017575,WEST VIRGINIA COAL ASSOCIATION INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017583,AMERICAN BANKERS ASSOCIATION,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017591,NORTH CAROLINA VALUES COALITION; THE,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017609,WINNING FOR WOMEN INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017617,COALITION FOR GROWTH & OPPORTUNITY INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017625,COPS VOTER GUIDE INC.,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017633,SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW),I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017641,"BRUCE, ROBERT HAROLD",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017658,FOLEY FOR MAYOR 2018,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017666,IOWANS FOR A PROGRESSIVE TOMORROW,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017674,GOLDEN CALIFORNIA COMMITTEE SPONSORED BY THE SEIU CALIFORNIA STATE COUNCIL,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017682,CALIFORNIANS FOR HUMAN IMMIGRANT RIGHTS LEADERSHIP ACTION FUND,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017690,NIAC ACTION,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017708,DUTY AND HONOR,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017716,ILLINOIS COALITION FOR IMMIGRANT AND REFUGEE RIGHTS,I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C90017724,"TOP OF THE FOOD CHAIN FILMS, LLC",I,U,,,,,,,,,,,,Independent Expenditor (not a PAC),Other
C00865717,FLIP THE 40TH,O,U,398075.0,398075.0,34775.0,363300.0,0.0,0.0,0.0,60600.35,0.0,0.0,11/27/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865725,NEIGHBORS FOR RESULTS,O,U,2565000.54,2476806.62,2565000.54,0.0,0.0,0.0,102000.0,1956217.82,88195.6,37278.6,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865758,UNITE WA PAC,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865766,KENNEDY VICTORY FUND,N,J,364400.0,358054.79,340900.0,23500.0,0.0,0.0,0.0,0.0,6345.21,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00865824,CHILD HOPE USA,O,U,,,,,,,,,,,,Super PAC (Independent Expenditure Only),Super PACs
C00865840,MY OWN PAC,V,U,24772.61,22709.79,24772.61,0.0,0.0,0.0,500.0,0.0,2062.82,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00865865,DATAVANT PAC,N,U,10500.0,422.1,10500.0,0.0,0.0,0.0,0.0,0.0,10077.9,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00865881,SUMMIT COUNTY LINCOLN DAY COMMITTEE,N,J,60111.27,60111.27,58531.27,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2024,PAC - Nonqualified,Traditional PACs
C00865923,BUILDING A STRONG AMERICA,O,U,565000.0,547324.28,565000.0,0.0,0.0,0.0,0.0,0.0,17675.72,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865964,PA CONGRESSIONAL CONSERVATIVES FUND,O,U,1474127.69,1473127.69,295000.0,0.0,0.0,0.0,0.0,0.0,1000.0,291657.47,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865980,CALIFORNIA COMMON SENSE TRUST,O,U,12601.0,12601.0,12601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/30/2024,Super PAC (Independent Expenditure Only),Super PACs
C00865998,LEHIGH VALLEY REPUBLICAN CONGRESSIONAL LEADERSHIP FUND,O,U,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866087,INFO ARTS,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866111,AMERICANS MAKING OPPORTUNITIES PAC,N,D,37000.0,15089.41,6000.0,31000.0,0.0,0.0,6000.0,0.0,21910.59,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866145,DEMOCRATIC WOMEN OF MONTEREY COUNTY,N,U,97506.77,108537.44,68556.77,4500.0,0.0,0.0,14199.0,0.0,14024.42,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866178,SLATENC (SPARKING LOCAL ACTION THROUGH ENGAGMENT NC),N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866202,THE ARKANSAS FARM BUREAU FEDERAL AG PAC,Q,U,74460.73,17630.76,74460.73,0.0,0.0,0.0,17600.0,0.0,56829.97,0.0,12/31/2024,PAC - Qualified,Traditional PACs
C00866251,SECURE VIRGINIA PAC,N,D,11569.11,11569.11,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,06/30/2024,PAC - Nonqualified,Traditional PACs
C00866269,CENTRAL VALLEY VALUES PAC,O,U,980000.0,980000.0,30000.0,950000.0,0.0,0.0,0.0,809659.09,0.0,0.0,06/10/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866277,YOUNG INDIANS OF AMERICA,N,B,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866285,ANDREWS VICTORY FUND,N,J,131935.76,131935.76,131935.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2024,PAC - Nonqualified,Traditional PACs
C00866343,SALT LAKE HOME BUILDERS ASSOCIATION PAC,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866350,AMERICAN INDEPENDENT PARTY OF CALIFORNIA,X,U,234936.0,150552.4,2423.0,0.0,0.0,0.0,0.0,0.0,84383.6,53724.5,12/31/2024,Party - Nonqualified,Party Committees
C00866368,CONSERVATIVE VOTERS ALLIANCE,O,U,1741421.0,1741421.0,1650000.0,0.0,0.0,0.0,0.0,977611.87,0.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866418,IMPACT 65,O,U,80000.0,34206.75,0.0,0.0,0.0,0.0,0.0,20000.0,45793.25,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866434,TENNESSEE MOMPAC,O,U,48279.8,47828.39,48279.8,0.0,0.0,0.0,0.0,0.0,451.41,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866459,HUT21 FAN CLUB,N,J,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866467,SAVE CHESTER FIRE DEPARTMENT,O,U,,,,,,,,,,,,Super PAC (Independent Expenditure Only),Super PACs
C00866483,CINCINNATI BELL INC. (DBA ALTAFIBER) FEDERAL POLITICAL ACTION COMMITTEE,N,B,38116.0,22750.0,38116.0,0.0,0.0,0.0,7500.0,0.0,15366.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866491,GROW THE MAJORITY CA,N,J,1575194.02,1289303.75,1503494.02,71700.0,0.0,0.0,0.0,0.0,285890.27,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866517,GO AMERICA PAC,O,U,41785.28,40424.9,25894.98,15584.38,0.0,0.0,0.0,21299.33,1360.38,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866574,YOUR TURN PAC,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/07/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866640,RESOLUTE COURAGE PAC,W,U,205000.0,203739.4,17500.0,10000.0,0.0,0.0,24100.0,23076.0,1260.6,0.0,12/31/2024,PAC with Non-Contribution Account - Qualified,Traditional PACs
C00866665,D4K,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866673,ALABAMA FAMILIES PAC,O,U,104389.3,104389.3,82889.3,21500.0,0.0,0.0,0.0,75818.9,0.0,0.0,12/13/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866681,AMERICAN FORTITUDE,O,U,55898.76,54452.7,55898.76,0.0,0.0,0.0,0.0,0.0,1446.06,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866707,CONSERVATIVE PAC,V,U,65374.05,64485.86,31553.52,0.0,0.0,0.0,0.0,3820.53,888.19,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00866731,GROWTH DEMOCRATS,V,U,373867.6,331363.27,60079.47,0.0,0.0,0.0,9000.0,68654.92,42504.33,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00866756,ACTION FOR A BETTER TOMORROW,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866772,ILLINOIS MUSLIM POLITICAL ACTION COMMITTEE,V,U,29910.0,23545.64,28410.0,0.0,0.0,0.0,6500.0,0.0,6364.36,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00866780,PA UNITED FEDERAL ACTION COMMITTEE,O,U,1573000.4,1520032.21,0.0,515000.01,0.0,0.0,0.0,758935.98,52968.19,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866806,MN NV WA WI VICTORY,N,J,4000.0,3886.0,4000.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,06/30/2024,PAC - Nonqualified,Traditional PACs
C00866822,MONTANA''S ELECTRIC COOPERATIVES PAC,N,U,73214.14,87264.93,67852.0,0.0,0.0,0.0,0.0,0.0,84433.61,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866897,ELEVATE AMERICA PAC,O,U,105.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,104.5,100.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00866905,DON'T STOP GET IT GET IT,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00866913,PRIMROSE ADVOCACY COUNCIL,N,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866921,VALLEJO ALLRED VICTORY FUND,S,J,37354.8,37354.8,37035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/27/2024,Senate candidate,Candidate Committees
C00866947,LONESTAR VICTORY FUND,N,J,428096.83,403789.26,101208.27,326788.56,0.0,0.0,0.0,0.0,24307.57,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00866954,BRANDON GILL VICTORY FUND,N,J,311698.97,299558.07,302830.17,2500.0,0.0,0.0,0.0,0.0,12140.9,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00867010,TEAM MORENO,N,J,14078302.73,13588543.0,13352864.13,420150.0,0.0,0.0,0.0,0.0,489759.73,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00867028,FIND OUT PAC,V,U,527842.65,523586.14,132343.84,12500.0,0.0,0.0,0.0,0.0,4256.51,0.0,12/31/2024,PAC with Non-Contribution Account - Nonqualified,Traditional PACs
C00867036,RIGHT FOR AMERICA,O,U,72503980.31,71629126.6,69835143.97,300000.0,0.0,0.0,500000.0,69583233.16,874853.71,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00867085,NEIGHBORS FOR A BETTER SAN FRANCISCO,N,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/26/2024,PAC - Nonqualified,Traditional PACs
C00881318,EMPIRICALPOLITICAL CORP,O,U,2425.0,2500.0,2425.0,0.0,0.0,0.0,0.0,2500.0,-75.0,0.0,11/25/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881326,VALLEY 47 VICTORY FUND,N,U,1291.0,714.85,1291.0,0.0,0.0,0.0,0.0,573.85,576.15,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881342,WICOMICO DEMOCRATS FOR DEMOCRACY,N,U,4973.5,4973.9,4973.5,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881375,IMWU SUPER PAC,O,U,,,,,,,,,,,,Super PAC (Independent Expenditure Only),Super PACs
C00881383,INLAND EMPIRE LOCAL VOICE PAC,N,U,,,,,,,,,,,,PAC - Nonqualified,Traditional PACs
C00881391,SLOTKIN SCHIFF ALSOBROOKS VICTORY FUND,S,J,56805.0,56805.0,56805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/29/2024,Senate candidate,Candidate Committees
C00881417,PENNSYLVANIA VICTORY FUND 2024,N,J,122400.0,122400.0,101900.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881433,ALBANIANS FOR AMERICA PAC,N,U,9944.56,8727.06,9944.56,0.0,0.0,0.0,7600.0,0.0,1217.5,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881441,MESSMER VICTORY FUND,N,J,233870.84,232670.84,202820.84,31050.0,0.0,0.0,0.0,0.0,1200.0,9916.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881466,ERATH COUNTY REPUBLICAN PARTY,X,U,1416.0,6029.34,1416.0,0.0,0.0,0.0,1500.0,0.0,17607.17,0.0,09/30/2024,Party - Nonqualified,Party Committees
C00881474,FLORIDA PATRIOTS PAC,O,U,4570000.0,4546496.25,0.0,4570000.0,0.0,0.0,0.0,3090434.15,23503.75,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881482,1889 PAC,O,U,650000.0,616452.0,0.0,650000.0,0.0,0.0,0.0,590572.0,33548.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881490,"FOR OUR NATION'S GREATNESS, RESILIENCE, EXCELLENCE, STRENGTH, AND SECURITY (FONGRESS) PAC",N,D,20215.82,14550.0,0.0,5000.0,0.0,0.0,11300.0,0.0,5665.82,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881508,STUTZMAN VICTORY COMMITTEE,N,J,96491.28,91741.27,93241.28,3250.0,0.0,0.0,0.0,0.0,4750.01,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881516,JAMES HAYES VICTORY FUND,N,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2024,PAC - Nonqualified,Traditional PACs
C00881524,ALIANZA SIORELISTA,X,U,,,,,,,,,,,,Party - Nonqualified,Party Committees
C00881532,MISSOURIANS FOR COMMON SENSE PAC,O,U,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881540,VIRGINIA CONGRESSIONAL VICTORY FUND,H,J,206175.0,206175.0,206175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/25/2024,House candidate,Candidate Committees
C00881557,CITIZENS ALERT MEDIA,O,U,2200.0,2075.71,2200.0,0.0,0.0,0.0,0.0,1707.5,124.29,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881573,VIRGINIANS DEFENDING THE CONSTITUTION,O,U,13915.0,8890.0,8915.0,0.0,0.0,0.0,0.0,2851.73,0.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881607,RIGHT REASON PAC,O,U,100600.01,98212.2,0.0,100600.0,0.0,0.0,0.0,98112.2,2387.81,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881623,STRENGTH AND HONOR PAC,N,D,53595.35,34450.0,0.0,0.0,0.0,0.0,33000.0,0.0,19145.35,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881631,AMERICA FIRST VETERANS PAC,O,U,30000.0,7922.0,30000.0,0.0,0.0,0.0,0.0,0.0,22078.0,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881649,SAVE URBAN AMERICA PAC,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/08/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881656,CANVASSING CONNECTORS PAC,O,U,214752.5,141890.14,194752.5,20000.0,0.0,0.0,0.0,0.0,72862.36,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881664,SAVE URBAN MISSOURI VICTORY FUND,O,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/11/2024,Super PAC (Independent Expenditure Only),Super PACs
C00881672,DERRICK ANDERSON VICTORY FUND,N,J,501050.25,499050.15,498300.25,2750.0,0.0,0.0,0.0,0.0,2000.1,0.0,12/31/2024,PAC - Nonqualified,Traditional PACs
C00881680,MOMS FOR SAFE STREETS,O,U,22701.38,11181.68,15000.0,4000.0,0.0,0.0,0.0,0.0,11519.7,0.0,12/31/2024,Super PAC (Independent Expenditure Only),Super PACs
